RBD,Nombre,Dirección,Teléfono,Correo,Página web,Director(a),Sostenedor,Región,Comuna
10411,ESCUELA BASICA SANTA MARTA DE LIRAY,Panamericana Norte Km. 25 Camino Liray S/n,233848562,santamarta@corporacioncolina.cl,Sin información.,Daniel Andrés Tello Chávez,Corp Munic Des Social Colina,METROPOLITANA DE SANTIAGO,COLINA
10401,ESCUELA BASICA SANTA TERESA DEL CARMELO,Alpatacal 520,28441437,stc.direccion@gmail.com,Sin información.,Luz Miriam Cole Villanueva,Corp Munic Des Social Colina,METROPOLITANA DE SANTIAGO,COLINA
31154,ESCUELA CAMINA ALTO,Reina Norte 200  Villa Oro Olimpico 200,81579016,caminaalto@corporacioncolina.cl,Sin información.,Cecilia Florencia López Riesco,Corp Munic Des Social Colina,METROPOLITANA DE SANTIAGO,COLINA
24616,ESCUELA DE PARVULOS N°1424 SNOOPY,Avenida  Concepcion  465,8603626,inessegovia@hotmail.com,Sin información.,Inés De Lourdes Segovia Guerra,Inés De Lourdes Segovia Guerra,METROPOLITANA DE SANTIAGO,COLINA
25917,ESCUELA DE PARVULOS N°2028 SAN SEBASTIAN GARDEN,Avenida Concepcion 325,8446323,tiamalu2004@hotmail.com,Sin información.,Sin información.,Sociedad Educacional Claros Y Compañia Limitada.,METROPOLITANA DE SANTIAGO,COLINA
26206,ESCUELA DE PARVULOS N°2169 MY HOUSE,Camino Interior Sitio Loteo Sta. Luz 12-c-2,8431820,mimi_cifuentes@hotmail.com,Sin información.,Sin información.,Ada Maximina Ibarra Corzo,METROPOLITANA DE SANTIAGO,COLINA
16829,"ESCUELA DE PARVULOS N°2437,  COLEGIO ALEMÁN CHICUREO",Avenida Alemania 170,23078716,carlos.kotoulek@dsch.cl,www.dsch.cl,Carlos Kotoulek,Sociedad Colegio Aleman Chicureo Spa,METROPOLITANA DE SANTIAGO,COLINA
32004,ESCUELA DE PARVULOS Nº2492 JARDÍN INFANTIL ÁNGEL DE LA GUARDA,Calle Maria Ester Fuenzalida 0245,2631916,acruz@inversioneschoshuenco.cl,Sin información.,Sin información.,Fundacion Educacional Choshuenco,METROPOLITANA DE SANTIAGO,COLINA
41198,ESCUELA DE PARVULOS Nº2493 JARDÍN INFANTIL LEHIBOU,Parque Norte Chamisero Colina 13585,,contacto@lehibou.cl,,Sin información.,Sociedad Educacional G Al Cuadrado Ltda.,METROPOLITANA DE SANTIAGO,COLINA
25884,ESCUELA ESP. PART. ACONCAGUA DE COLINA,Aconcagua 90,228464530,maricelarosado@yahoo.es,Sin información.,Maricela Rosado Alonso,Corporacion  Educacional Aconcagua,METROPOLITANA DE SANTIAGO,COLINA
31181,ESCUELA ESPECIAL CENTRO EDUCACIONAL PUKARA,Ruiz Tagle 70 70,8441545,centropukara@gmail.com,Sin información.,Marisa Yamily Rodríguez Duarte,Entidad Individual Educacional Centro Educacional Pukará,METROPOLITANA DE SANTIAGO,COLINA
16995,ESCUELA ESPECIAL DIVINO NIÑO JESUS,Calle El Alamo   250  B 250 B,950908969,marialuort@gmail.com,dnj.cl,María Luisa Ortiz Ormazábal,Corporacion  Educacional Divino  Niño  Jesus,METROPOLITANA DE SANTIAGO,COLINA
10402,ESCUELA ESPECIAL ERNESTO SOTO NEGRETE,San Alberto 0112,8602636,ernestosoto@corporacioncolina.cl,Sin información.,Ana Alicia Roco Vivanco,Corp Munic Des Social Colina,METROPOLITANA DE SANTIAGO,COLINA
26530,ESCUELA ESPECIAL ESPERANZA NUEVA,Esmeralda 1323,,escuelaespecialesperanzanueva@gmail.com,Sin información.,Karla Andrea Vidal Díaz,Corporación Educacional Esperanza Nueva,METROPOLITANA DE SANTIAGO,COLINA
20487,ESCUELA ESPECIAL N° 2483 ANKATU,Calle Los Vilos 316,48751904,escueladelenguajeankatucolina@gmail.com,Sin información.,Cristian Iván Iturriaga Zelaya,Corporación Educacional Ankatu,METROPOLITANA DE SANTIAGO,COLINA
25585,ESCUELA ESPECIAL PART. UNAMKALEN,Pasaje Villarrica 532 - Villa Esperanza-colina,8447628,colegio_unamkalen@hotmail.com,www.colegiounamkalen.cl,Johanna Alejandra Pedreros Abarca,Corporacion  Educacional  Unamkalen,METROPOLITANA DE SANTIAGO,COLINA
41544,ESCUELA ESPECIAL PORVENIR,Calle Labarca 0246,45116105,colegioespecialporvenir@gmail.com,www.instagram.com/colegio.porvenir2020/,José Julián Esteban Santander Enríquez,Corporacion Educacional Porvenir,METROPOLITANA DE SANTIAGO,COLINA
26526,ESCUELA ESPECIAL TERESITA DE COLINA,Padre Soto 1856,,escuelateresitadecolina@gmail.com,Sin información.,Yillian Lizett Díaz Gómez,Corporacion Educacional Teresita De Colina,METROPOLITANA DE SANTIAGO,COLINA
25255,ESCUELA INMACULADA CONCEPCION,Ruiz Tagle 123,8441382,corporacioncolegioinmaculada@gmail.com,cinmaculadacolina.cl,Julia Mónica Medina Viran,Corporación Educacional Colegio Inmaculada Concepción,METROPOLITANA DE SANTIAGO,COLINA
31262,ESCUELA PART. SANTA MARIA DE GUADALUPE,Avenida Concepción 0519,23604760,karen.garate@colegiosantamariadeguadalupe.cl,colegiosantamariadeguadalupe.cl,Karen Laura Gárate Ulloa,Fundacion De Beneficencia  Mano Amiga,METROPOLITANA DE SANTIAGO,COLINA
11838,ESCUELA PART. STA. CLARISA DE COLINA,Avenida Concepción 445,33662750,sergionemolinat@gmail.com,Sin información.,Fernando Enrique Bravo Salinas,Fundación Educacional Genoveva Vera Valdebenito,METROPOLITANA DE SANTIAGO,COLINA
10415,ESCUELA PARTICULAR DESIREE,Calle Chacabuco 435,28441090,rafael.rojasrm@gmail.com,www.colegiodesiree.cl,Rafael Francisco Rojas Muñoz,Fundación Educacional Colegio Desiree,METROPOLITANA DE SANTIAGO,COLINA
25547,ESCUELA PARTICULAR NUEVA ESMERALDA,Padre Soto 283,8600600,escuelalenguajenuevaesmeralda@gmail.com,Sin información.,Violeta Rosa Guzmán Hurtado,Corporación Educacional Esperanza Nueva,METROPOLITANA DE SANTIAGO,COLINA
10413,ESCUELA PARTICULAR PAPELUCHO,Avda. Concepción 440,22619614,papelucho702@yahoo.es,www.escuelapapelucho.cl,Herna Ruth Del Carmen Gutiérrez Gajardo,Fundación Educacional Papelucho,METROPOLITANA DE SANTIAGO,COLINA
25914,ESCUELA PARTICULAR SUBVENCIONADA SAN JORGE DE COLINA,Camino Nuevo Colorado 20-a,442083251,escuelasanjorge2025@gmail.com,www.escuelasanjorge.cl,Paulina Salomé Ibarra Ramírez,Corporacion  Educacional  San  Jorge  De  Colina,METROPOLITANA DE SANTIAGO,COLINA
10403,ESCUELA PREMIO NOBEL PABLO NERUDA,Pasaje 10 861,443049624,lgaete@corporacioncolina.cl,Sin información.,Liliana Del Carmen Gaete Quezada,Corp Munic Des Social Colina,METROPOLITANA DE SANTIAGO,COLINA
11837,ESCUELA SAINT MARY SCHOOL,Avenida Concepción 0115,95343514,mariamadrert@gmail.com,saintmaryschool.info,Hedy Del Carmen Rojas Alarcón,Corporación Educacional Betsabé Soto,METROPOLITANA DE SANTIAGO,COLINA
10412,ESCUELA SAN FRANCISCO DE ASIS,Hermanos Carrera Sitio  80,81375904,escuelasanfcodeasis@gmail.com,Sin información.,Nidia Sofía Valenzuela Pardo,Corp Munic Des Social Colina,METROPOLITANA DE SANTIAGO,COLINA
25592,INSTITUTO SAN MIGUEL,Camino San Miguel,985266288,institutosanmiguel@corporacioncolina.cl,Sin información.,Margarita Cecilia Espinoza Rodríguez,Corp Munic Des Social Colina,METROPOLITANA DE SANTIAGO,COLINA
41772,JARDIN INFANTIL ALFALFA,Avenida Del Valle S/n°,,info@jardinalfalfa.cl,,Sin información.,Sociedad Educacional A&a Limitada,METROPOLITANA DE SANTIAGO,COLINA
32080,JARDÍN INFANTIL BAMBOO,Los Canelos 090,,contacto@jardinbamboo.cl,,Sin información.,Sociedad Educacional Dcn Spa,METROPOLITANA DE SANTIAGO,COLINA
31071,LICEO BICENT. PROV.STA. TERESA DE LOS ANDES,Camino El Cerro S/n Carretera Norte Km. 25 Colina,27029904,mavallejos@corporacioncolina.cl,www.liceobicentenariocolina.cl,María Angélica De Lourdes Vallejos Droguett,Corp Munic Des Social Colina,METROPOLITANA DE SANTIAGO,COLINA
25855,LICEO BICENTENARIO CHACABUCO,Aconcagua Reina Sur 315,2329646,bicentenariochacabuco@corporacioncolina.cl,Sin información.,María Josefina Orrego Herrera,Corp Munic Des Social Colina,METROPOLITANA DE SANTIAGO,COLINA
10405,LICEO ESMERALDA,Carretera General San Martin Kilómetro 31,3049633,liceoesmeralda@corporacioncolina.cl,Sin información.,María Carolina Vial Ebner,Corp Munic Des Social Colina,METROPOLITANA DE SANTIAGO,COLINA
24900,LICEO HUMBERTO DIAZ CASANUEVA,Carretera General San Martin 765,9896289,ssalinas@corporacioncolina.cl,Sin información.,Sergio Fabián Salinas Sepúlveda,Corp Munic Des Social Colina,METROPOLITANA DE SANTIAGO,COLINA
10408,LICEO PELDEHUE,Camino Las Termas S/n Localidad De Peldehue,28442579,liceopeldehue@corporacioncolina.cl,https://www.youtube.com/watch?v=ii5y20clspy,Roberto Andrés Sánchez Martínez,Corp Munic Des Social Colina,METROPOLITANA DE SANTIAGO,COLINA
10399,LICEO POLIVALENTE RIGOBERTO FONTT I.,Ignacio Carrera Pinto 450,443049637,direccionliceofontt@gmail.com,www.liceorigobertofontt.cl,Cristian Eduardo Zeiss Bejares,Corp Munic Des Social Colina,METROPOLITANA DE SANTIAGO,COLINA
10398,LICEO REBECA OLIVARES BENITEZ,Carretera Gral.san Martin 665,8601263,rebeoli32@gmail.com,Sin información.,Manuel Orlando Valdés Gómez,Corp Munic Des Social Colina,METROPOLITANA DE SANTIAGO,COLINA
16776,LYCÉE ANTOINE DE SAINT - EXUPÉRY,Avenida Chamisero 14397,25300700,direction@lafase.cl,lafase.cl,Fabrice Thierry Laurent Alvarez,Corporacion Educacional Alianza Francesa De Santiago,METROPOLITANA DE SANTIAGO,COLINA
42182,SALA CUNA Y JARDIN INFANTIL COUNTRYSIDE PRESCHOOL,Avenida Santa Elena 200,,contacto@countrysidepreschool.cl,,Sin información.,Sociedad Educacional Countryside Preschool  Limitada,METROPOLITANA DE SANTIAGO,COLINA
41449,SALA CUNA Y JARDÍN INFANTIL CULTIVANDO SUEÑOS,Calle Alcalde  Osacr Bagioli 509,22654575,jcrodriguez@junji.cl,,Sin información.,"Junta Nacional De Jardines Infantiles, Junji",METROPOLITANA DE SANTIAGO,COLINA
37353,SALA CUNA Y JARDIN INFANTIL EL RAYÉN,San Alberto 0172,28441854,14.elrayen@fundacion.integra.cl,,Muñoz Armen Begoña Hernandez,Fundacion Educacional Para El Desarrollo Integral De La Niñez Integra,METROPOLITANA DE SANTIAGO,COLINA
37361,SALA CUNA Y JARDÍN INFANTIL SONRISA DE MIEL,Aconcagua 196,942368708,14.sonrisademiel@fundacion.integra.cl,,Aedo A Del Carmen Valenzuela,Fundacion Educacional Para El Desarrollo Integral De La Niñez Integra,METROPOLITANA DE SANTIAGO,COLINA
31192,COLEGIO ADULTOS MANQUEHUE,Garibaldi  Nº 944  Batuco,996969223,retamal1964@yahoo.es,Sin información.,Camila Alejandra González Escobar,Corporacion  Educacional Manquehue,METROPOLITANA DE SANTIAGO,LAMPA
31064,COLEGIO ALBORADA DE LAMPA,Isabel Riquelme 811,228422077,alboradalampa@gmail.com,www.colegioalboradalampa.com,Patricia Leonor Olguín Cavieres,Corporación Educacional Alborada De Lampa,METROPOLITANA DE SANTIAGO,LAMPA
25926,COLEGIO POLIV. JERUSALEN DE LAMPA,Balmaceda 1057,28421532,guillermo.parra@colegiosjerusalen.cl,www.colegiosjerusalen.cl,Guillermo Patricio Parra Romero,Corporacion Educacional  Cristiana Jerusalen,METROPOLITANA DE SANTIAGO,LAMPA
20502,COLEGIO PUMAHUE CHICAUMA,Calle La Siembra 5605,26059007,jorge.ramos@cognita.com,Sin información.,Jorge Gustavo Ramos Astorga,Sociedad Educacional Chicauma S.a.,METROPOLITANA DE SANTIAGO,LAMPA
26379,COLEGIO SOL DEL VALLE,"Avenida Costanera Poniente De  Ferrocarril , Valle Grande 573",27386174,rector@colegiosoldelvalle.cl,www.colegiosoldelvalle.cl,Luis Alejandro Urrutia Bello,Fundacion  Colegio  Sol Del  Valle  De  Lampa,METROPOLITANA DE SANTIAGO,LAMPA
20445,COLEGIO WESTON ACADEMY,Avenida La Montaña Sur 4065,23762420,direccion@westonacademyvg.cl,www.westonacademyvg.cl,Valeria Andrea Molina Muñoz,Gladys Hormazabal Calderon Empresa Educ Weston Academy En Valle Grande Eirl,METROPOLITANA DE SANTIAGO,LAMPA
25484,ESC PART. SIGLO XXI DE LAMPA,Barros Luco 1975,29479282,colegio_sigloxxi@yahoo.es,www.sigloxxilampa.cl,Gabriela Carolina Chiessa Monasterio,Corporación Educacional Ivymca,METROPOLITANA DE SANTIAGO,LAMPA
25465,ESC. BAS. PART.  JERUSALEN,Colchagua 118,28421486,hernan.espinoza@colegiosjerusalen.cl,Sin información.,Hernán Antonio Espinoza Carrasco,Corporacion Educacional  Cristiana Jerusalen,METROPOLITANA DE SANTIAGO,LAMPA
25288,ESC. BAS. Y ESP. CENTRO INTEGRAL ALTAIR DE BA,Avenida Italia 372,33659358,ameliaperezcampos@gmail.com,Sin información.,Amelia Del Carmen Pérez Campos,Corporacion Educacional Amelia Perez Campos,METROPOLITANA DE SANTIAGO,LAMPA
25398,ESC. ESPECIAL 1775 SAN ANTONIO II,Isabel Riquelme 804,28422557,sanantoniolampa@hotmail.com,https://www.escuelaespecialsanantonio.cl/,María Asunción Flores Cuadra,Corporacion Educacional Orroño Y Boussac,METROPOLITANA DE SANTIAGO,LAMPA
10431,ESC. ESPECIAL PADRE LUIS GUANELLA,Panamericana Norte Kilometro 25 S/n,27331788,lguanel@yahoo.com,escuelaespecialpadreluisguanella.cl,Carolina Andrea Ávila Ormazábal,Obra Don Guanella,METROPOLITANA DE SANTIAGO,LAMPA
26135,ESC.BAS. EMPRENDER LARAPINTA,"Avda.los Halcones,  Hacienda Urbana Larapinta 1000",24245750,emprenderlarapinta@gmail.com,www.emprender.cl/colegio-emprender-lampa,Elizabeth Laura Ruz Henríquez,Corporación Educacional Emprender Rut N° 72.684.200-0,METROPOLITANA DE SANTIAGO,LAMPA
26408,ESC.ESPECIAL Nº 2279 SAN EXPEDITO DE LAMPA,Avenida Los Halcones 759,27284193,lenguajesanexpedito@hotmail.com,www.lenguajesanexpedito.cl,Mario Andrés Zúñiga Jara,Entidad Individual Educacional Escuela  De Lenguaje San  Expedito  De Lampa,METROPOLITANA DE SANTIAGO,LAMPA
26474,ESCUEL ESPECIAL BAMBÚ,Calle Chagual   719. Larapinta. Lampa,443193236,escuelabambu@gmail.com,Sin información.,Paola Andrea Rodríguez Rodríguez,Corporacion Educacional Bambu De Lampa,METROPOLITANA DE SANTIAGO,LAMPA
16832,ESCUELA  ESPECIAL  2438 `PEQUEÑOS  GENIOS  DE  VALLE  GRANDE`,Avda  La  Montaña  Sur 2693,88659452,escuelapequenosgenios@gmail.com,www.escuelapequenosgenios.cl,Natalia Johanna Ampuero Berríos,Corporacion  Educacional Crea Innova,METROPOLITANA DE SANTIAGO,LAMPA
26045,ESCUELA  SAN PEDRO VALLE GRANDE,San Martin 0245,88277914,v.torres@colegiosanpedro.cl,sitio.colegiosanpedro.cl/,Viviana Andrea Torres Riveros,Fundación Educacional Indico,METROPOLITANA DE SANTIAGO,LAMPA
25991,ESCUELA BAS. AMANKAY DE LAMPA,"Av. España, Batuco N° 2291",28433340,sostenedora@colegioamankay.cl,www.colegioamankay.cl,Ismael Antonio Montecino Muñoz,Corporación Educacional Amankay De Lampa,METROPOLITANA DE SANTIAGO,LAMPA
26293,ESCUELA BAS. INTEGRAL ENLACES DE LAMPA,Balmaceda 1007,2929104,crebolledo@escuelaenlaces.cl,www.escuelaenlaces.cl,Claudia Vanessa Rebolledo Espinosa,Corporacion Educacional Integrale,METROPOLITANA DE SANTIAGO,LAMPA
10422,ESCUELA BASICA CACIQUE COLIN,El Taqueral S/n Estacion Colina,3208267,liceocaciquecolin@corporacionlampa.cl,Sin información.,Viviana Eugenia Benítez Fuentevilla,Corp.municipal De Des.social De Lampa,METROPOLITANA DE SANTIAGO,LAMPA
16955,ESCUELA BASICA COLEGIO SAN JUAN DE LAMPA,Calle Los Maitenes,23553350,sanjuan@astoreca.cl,Sin información.,María Magdalena Rodríguez Castro,Fundacion Marcelo Astoreca Correa,METROPOLITANA DE SANTIAGO,LAMPA
31193,ESCUELA BASICA CRISTIANO JERUSALEN,Av. Isabel Riquelme 1811,97332379,carmen.mantilla@colegiosjerusalen.cl,www.colegiosjerusalen.cl,Carmen Marina Mantilla Guzman,Corporacion Educacional  Cristiana Jerusalen,METROPOLITANA DE SANTIAGO,LAMPA
10427,ESCUELA BASICA F - N°372 SANTA SARA,Camino Interior Santa Sara S/nº,443208259,stasara372@gmail.com,Sin información.,Hortensia Mónica Farías Vera,Corp.municipal De Des.social De Lampa,METROPOLITANA DE SANTIAGO,LAMPA
10426,ESCUELA BASICA F-N°371 SANTA ROSA DE LAMPA,Camino Santa Rosa S/nº,32787066,escuelasantarosadelampa@gmail.com,Sin información.,Marcelo Claudio Nilson Rojas,Corp.municipal De Des.social De Lampa,METROPOLITANA DE SANTIAGO,LAMPA
10133,ESCUELA BASICA G-N°320 LIPANGUE,Fundo La Paloma S/n Lipangue,948947184,lipangue320@gmail.com,Sin información.,Diego Andrés Pacheco González,Corp.municipal De Des.social De Lampa,METROPOLITANA DE SANTIAGO,LAMPA
26249,ESCUELA BASICA MIRAFLORES DE LAMPA,Camino A Lampa (ex Miraflores) 1125,94711899,colegio.miraflores@hotmail.com,Sin información.,Patricia Mirna Rojas Umaña,Corporación Educacional Coeduc,METROPOLITANA DE SANTIAGO,LAMPA
20401,"ESCUELA BASICA N° 2468, RONALDO MUÑOZ GIBBS",Manuel Rodriguez 216,443072825,escuelaronaldomunoz@gmail.com,www.escuelaronaldomunoz.cl,Mario René Uribe Carrasco,Corporacion  Educacional Ronaldo Muñoz Gibbs,METROPOLITANA DE SANTIAGO,LAMPA
20426,ESCUELA BASICA N° 2469 COLEGIO NEHUEN,Calle Isabel Riquelme 1776,32257001,colegionehuendelampa@gmail.com,Sin información.,Claudia Ivonne Martínez Riveros,Corporacion Educacional Nehuen,METROPOLITANA DE SANTIAGO,LAMPA
26424,ESCUELA BASICA Nº 2286 LAMPA,Manuel Rodriguez 295 Ex375b,34261374,colegio.lampa@gmail.com,Sin información.,Silvia Eliana Valdés Espinoza,Corporacion  Educacional Patio  Luz,METROPOLITANA DE SANTIAGO,LAMPA
26235,ESCUELA BASICA PARTICULAR PAICAVI DE LAMPA,Calle Ignacio Serrano 1131,233456545,veronicarisco@eacuelapaicavidelampa.cl,Sin información.,Verónica Kimie Risco Kataoka,Corporación Educacional Kumelen De Lampa,METROPOLITANA DE SANTIAGO,LAMPA
10428,ESCUELA BASICA PROFESOR OMAR ARANDA ARAYA,Juan De Dios Marticorena S/n    Sector El Lucero   Lo Vargas,443208225,ellucero.373@gmail.com,Sin información.,Karens Romané Espinoza Aravena,Corp.municipal De Des.social De Lampa,METROPOLITANA DE SANTIAGO,LAMPA
10430,ESCUELA BASICA SAN SEBASTIAN DE BATUCO,Avda Chile Batuco 1370,983337577,mtdirectora@gmail.com,www.sansebastianbatuco.cl,María Teresa Del Pilar Marín Zúñiga,Corporación Educacional San Sebastian De Batuco,METROPOLITANA DE SANTIAGO,LAMPA
31297,ESCUELA DE LENGUAJE N°2399 GRANDES SUEÑOS,El Marai 1580,7283094,andreaemilia_@hotmail.com,www.escuelags.cl,Andrea Emilia Sánchez Villalobos,Corporacion  Educacional Grandes Sueños,METROPOLITANA DE SANTIAGO,LAMPA
20419,ESCUELA DE PARVULOS N°2467 LARAPINTA EL SOL,Los Tulipanes 1875,27283562,larapintaelsol@gmail.com,www.larapintaelsol.cl,Rosa Lorena Ortiz Acuña,Corporacion  Educacional El Sol De Larapinta,METROPOLITANA DE SANTIAGO,LAMPA
25964,ESCUELA ESP. PART. ACONCAGUA DE BATUCO,Acevedo 724,42949540,corp.aconcagua@gmail.com,www.escuelaaconcaguadebatuco.cl,María Soledad Vega Burdiles,Corporacion  Educacional Aconcagua,METROPOLITANA DE SANTIAGO,LAMPA
16785,ESCUELA ESPECIAL DE  LENGUAJE LOS  CHAVITOS,Avda  España 2484,64957754,corp.aconcagua@gmail.com,www.escuelaloschavitos.cl,Jocelyn Jeniffer Rebolledo Martínez,Corporacion  Educacional Aconcagua,METROPOLITANA DE SANTIAGO,LAMPA
41952,ESCUELA ESPECIAL DE LENGUAJE LIHUEN,San Luis 146,,escueladelenguajelihuen@gmail.com,Sin información.,Marisol Paola Gutiérrez Aguilera,Entidad Individual Educ Esc Esp Leng Lihuen,METROPOLITANA DE SANTIAGO,LAMPA
41597,ESCUELA ESPECIAL DE LENGUAJE PUCALEN,"Avenida Chile, Sitio 5-6, Mz 9 Batuco 203",,fahumada@escuelapucalen.cl,Sin información.,Carolina Beatriz Martí Moreno,Corporacion Educacional Esc. Esp. De Lenguaje Pucalen,METROPOLITANA DE SANTIAGO,LAMPA
31043,ESCUELA ESPECIAL EL PORVENIR,Nuevo Porvenir Sitio 1 A 2 Lampa,32040630,camiclaud@hotmail.com,Sin información.,Karina Paola Santana Saavedra,Entidad Individual Educacional Porvenir,METROPOLITANA DE SANTIAGO,LAMPA
26275,ESCUELA ESPECIAL KITARI,Avenida La Hacienda 2130,84626547,escuelakitari@gmail.com,www.escuelakitari.cl,Jessica Paola Ferreira López,Corporación Educacional Kitari,METROPOLITANA DE SANTIAGO,LAMPA
26432,ESCUELA ESPECIAL MI MUNDO EN PALABRAS,Manuel Rodriguez 90,32521836,mimundoenpalabraslampa@gmail.com,Sin información.,Claudia Elizabeth Olaguibel Ortega,Corporación Educacional Educar Hernández Bustos,METROPOLITANA DE SANTIAGO,LAMPA
42334,ESCUELA ESPECIAL MUNDO COLOR DE LAMPA,Ignacio Carrera Pinto 1365,,sostenedora.mundocolor@gmail.com,Sin información.,Johanna Andrea Flores Beltrán,Entidad Individual Educacional Soedine,METROPOLITANA DE SANTIAGO,LAMPA
20294,ESCUELA ESPECIAL N° 2458 KIMUNTUWE,Rio Claro 2676,25017378,corporacionformandovidas@gmail.com,Sin información.,Guadalupe Patricia Alcayaga,Corporación Educacional Formando Vidas,METROPOLITANA DE SANTIAGO,LAMPA
20321,ESCUELA ESPECIAL N° 2462 SAN ANDRES DE BATUCO,Calle Garibaldi 1027,75395138,maure.l@hotmail.com,Sin información.,Daniela Sigrid Opazo Hitschfeld,Corporacion  Educacional San  Andres De  Batuco,METROPOLITANA DE SANTIAGO,LAMPA
25506,ESCUELA ESPECIAL N°1832 EXPLORADORES DE BATUCO,Figueroa 154,953825675,exploradoresdebatuco@gmail.com,Sin información.,Roxana Fabiola Vargas Espinoza,Corporacion  Educacional  Yupanky Batuco,METROPOLITANA DE SANTIAGO,LAMPA
26450,ESCUELA ESPECIAL PARAISO,Ignacio Serrano 1474,99134639,susycristi@gmail.com,Sin información.,Blanca Susana Cristi Oporto,Corporación Educacional Paraíso,METROPOLITANA DE SANTIAGO,LAMPA
26527,ESCUELA ESPECIAL SAGRADA FAMILIA,Sargento Aldea 1143,2939812,info@esagradafamilia.com,www.corporacionsagradafamilia.com,Hugo Alejandro Núñez Osorio,Corporación Educacional Sagrada Familia,METROPOLITANA DE SANTIAGO,LAMPA
41488,ESCUELA ESPECIAL SEMILLITAS DEL VALLE,Rio Loa Valle Grande 343,74033190,escuelas.semillitas@gmail.com,semillitasdelvalle.cl,Evelyn Loreto Muñoz Lillo,Corporacion Educacional Nissi,METROPOLITANA DE SANTIAGO,LAMPA
10420,ESCUELA MANUEL SEGOVIA MONTENEGRO,Pedro Aguirre Cerda 1002,443208229,escuelamanuelsegovia@gmail.com,Sin información.,Juan Carlos Banda Herrera,Corp.municipal De Des.social De Lampa,METROPOLITANA DE SANTIAGO,LAMPA
25132,ESCUELA PART. MASTER SCHOOL DE LAMPA,Jose Manuel Balmaceda 309,76485808,colegiomasterschool@gmail.com,www.masterschool.cl,Alonso Esteban Yévenes Cuevas,Corporacion Educacional  San  Andres  De  Lampa,METROPOLITANA DE SANTIAGO,LAMPA
26035,ESCUELA PART. SAN JOSE DE LAMPA,Arturo Prat 1601,22355334,apasten@astoreca.cl,Sin información.,Alejandra Andrea Pastén Ramos,Fundacion Marcelo Astoreca Correa,METROPOLITANA DE SANTIAGO,LAMPA
10425,ESCUELA POLONIA GUTIERREZ C.,Balmaceda 765,997795256,polonia.gutierrez@gmail.com,Sin información.,Claudia Andrea Gutiérrez Méndez,Corp.municipal De Des.social De Lampa,METROPOLITANA DE SANTIAGO,LAMPA
10421,ESCUELA REPUBLICA DE POLONIA,Av Espana  163,3208255,republicapolonia370@gmail.com,Sin información.,Katherine Teresa Lazarte Utillanos,Corp.municipal De Des.social De Lampa,METROPOLITANA DE SANTIAGO,LAMPA
10424,ESCUELA SANTA  BARBARA,Avenida España / Actualmente Nos Encontramos En Calle 3 Numero39 Batuco 900,20635695,esb367@gmail.com,Sin información.,Graciela Del Pilar Pulgar Ríos,Corp.municipal De Des.social De Lampa,METROPOLITANA DE SANTIAGO,LAMPA
10419,LICEO BICENTENARIO MANUEL PLAZA REYES DE LAMPA,Ignacio Carrera Pinto 1066,443208233,cemplaza@gmail.com,www.liceobicentenariolampa.cl,Simón Roberto Álvarez Ponce,Corp.municipal De Des.social De Lampa,METROPOLITANA DE SANTIAGO,LAMPA
25812,LICEO MUNICIP. DE ADULTOS PEDRO J. RODRIGUEZ,Latorre 1026,,rubenraby2014@gmail.com,Sin información.,Rubén Aquiles Raby Vega,Corp.municipal De Des.social De Lampa,METROPOLITANA DE SANTIAGO,LAMPA
26157,LICEO MUNICIPAL BICENTENARIO DE BATUCO,La Torre  1026,443208253,lmbicentenariodebatuco@gmail.com,Sin información.,Sandra Angélica Hernández Álvarez,Corp.municipal De Des.social De Lampa,METROPOLITANA DE SANTIAGO,LAMPA
10377,LICEO POLIVALENTE SAINT ANDREWS,La Unión N°72 Villa La Union 72,232491727,contacto@saint-andrews.cl,www.saint-andrews.cl,Hudelia Leticia Del Carmen Espejo Salcedo,Corporación Educacional Saint Andrews,METROPOLITANA DE SANTIAGO,LAMPA
10429,NORMA GONZÁLEZ GUERRA,Nuevo Amanecer 121,43208237,sol374@gmail.com,Sin información.,Carlos Alfonso Arapob De La Fuente,Corp.municipal De Des.social De Lampa,METROPOLITANA DE SANTIAGO,LAMPA
41245,SALA CUNA LARA PINTA EL SOL,Las Magnolias 2751,27283562,larapintaelsol@gmail.com,,Sin información.,Lara Pinta El Sol Limitada,METROPOLITANA DE SANTIAGO,LAMPA
42196,SALA CUNA QUITRAL MONTESSORI,Los Pozones 1531,,admision@quitral-montessori.cl,,Sin información.,Brenda Elizabeth Yañez Perez Jardin Inf. Y Sala Cuna Eirl,METROPOLITANA DE SANTIAGO,LAMPA
37366,SALA CUNA Y JARDIN INFANTIL IRENE MORALES,Sargento Aldea 1090,228796206,.irenemorales@fundacion.integra.cl,,Salas Eth Fernanda Ramos,Fundacion Educacional Para El Desarrollo Integral De La Niñez Integra,METROPOLITANA DE SANTIAGO,LAMPA
41632,SALA CUNA Y JARDÍN INFANTIL IRENE MORALES,Sargento Aldea  1090,228423918,14.irenemorales@fundacion.integra.cl,,Sin información.,Fundacion Educacional Para El Desarrollo Integral De La Niñez Integra,METROPOLITANA DE SANTIAGO,LAMPA
